step,loss,validation_loss,learning_rate,gradient_norm,gradient_clipping_count,nan_count,inf_count,tokens_per_second,step_time_seconds,memory_usage_mb
500,0.5857053843140602,0.5136280531684557,4.436550759698885e-05,6.4232635498046875,500,0,0,113.89488868511391,0.8341024000001198,897.42578125
