step,stage,loss,validation_loss,learning_rate,gradient_norm,gradient_clipping_count,nan_count,inf_count,tokens_per_second,step_time_seconds,memory_usage_mb
100,A,4.735799796581269,2.8331362505753837,0.0003,13.877079010009766,100,0,0,68.64496728240445,0.4224635999999009,1076.07421875
