epoch,step,train_loss,validation_loss,learning_rate,step_time_ms,tokens_per_sec
-1,0,,5.968300660451253,0.0002,0,0
0,20,5.531737542152404,5.024539788564046,0.000997730377178367,22.70864000001893,18636.078602666086
