step,loss,validation_loss,learning_rate,gradient_norm,gradient_clipping_count,nan_count,inf_count,tokens_per_second,step_time_seconds,memory_usage_mb
500,3.737699938165024,5.563429511778536,6.343498130752869e-07,4.1731038093566895,437,0,0,307.1314527252355,0.21489170000131708,726.72265625
