epoch,step,train_loss,validation_loss,learning_rate,step_time_ms,tokens_per_sec
-1,0,,5.968300660451253,0.0001,0,0
0,100,4.421895065307617,3.1615966293546887,0.0009190063524400115,20.60276000000158,20527.832193355043
