step,loss,validation_loss,learning_rate,gradient_norm,gradient_clipping_count,tokens_per_second,step_time_seconds,memory_usage_mb
100,6.69061794757843,6.117055773735046,0.00027861174824829867,2.7180793285369873,100,182.20063752004052,0.4390763999999763,1207.78125
