step,loss,validation_loss,learning_rate,gradient_norm,gradient_clipping_count,nan_count,inf_count,tokens_per_second,step_time_seconds,memory_usage_mb
500,0.5770861208438873,0.5062727282444636,4.436550759698885e-05,6.458127021789551,500,0,0,111.02787267088455,0.8556410000001051,904.13671875
