step,loss,validation_loss,initial_validation_loss,learning_rate,gradient_norm,gradient_clipping_count,tokens_per_second,step_time_seconds,memory_usage_mb
50,7.613410615921021,7.355175614356995,8.401319324970245,0.00029757555223549096,1.6610504388809204,50,595.4237498251016,0.8598918000002413,1055.4453125
