step,stage,loss,validation_loss,learning_rate,gradient_norm,gradient_clipping_count,tokens_per_second,step_time_seconds,memory_usage_mb
100,BASE,7.387020740509033,7.401189843813579,0.00027861174824829867,2.417522668838501,100,420.5007781995664,0.5493449999999029,1188.9921875
