step,loss,validation_loss,learning_rate,gradient_norm,gradient_clipping_count,nan_count,inf_count,tokens_per_second,step_time_seconds,memory_usage_mb
100,4.007940466701984,5.111014684041341,1.003469336916747e-06,15.298741340637207,100,0,0,285.9631344845245,0.32871369999998024,723.7109375
500,3.041166335940361,4.170608421166738,1.0000963825114186e-06,21.391159057617188,399,0,0,202.90503192319946,0.24642069999981686,736.40234375
