step,train_loss,validation_loss,perplexity,learning_rate,tokens_per_second,step_time_ms,memory_usage_mb
0,,6.353060078620911,574.2472648834541,2.9999999999999997e-06,0,0,374.40625
100,5.402505478858948,5.593907976150513,268.78397126232977,2.9999999999999997e-05,111.51776486071905,618.7355000001844,635.0546875
