step,loss,validation_loss,learning_rate,gradient_norm,gradient_clipping_count,nan_count,inf_count,tokens_per_second,step_time_seconds,memory_usage_mb
100,4.559343444108963,4.215697129567464,2.006938673833494e-06,8.111089706420898,100,0,0,229.971163083996,0.4087469000000965,668.44921875
